5107	2051	134 31st Ave.	Phoenix	Silver	CA	U.S.A.	31460-9674	2605839027x70747
5108	2051	84 67th St.	Rome	Pink	GA	U.S.A.	23580-0964	1225560787x63371
5109	2052	59 Main St.	Brookdale	Spade	LA	U.S.A.	35340-6819	3188355822x3399
5110	2053	02939 Maple Ct.	Little Rock	Squirrel	TN	U.S.A.	35460-3395	3927037502x895
5111	2053	18 50th St.	Brookdale	Simple	IA	U.S.A.	19780-9742	1-(800)6281765x0176
5112	2053	21 White St.	Pine River	Strange	MI	U.S.A.	26100-8055	2667728026x9532
5113	2054	7330 66th Ave.	Fredricksburg	Charm	OH	U.S.A.	24820-7209	2129910739x750
5114	2054	87982 15th St.	Harrisville	Grey	WA	U.S.A.	14740-9187	5008911844x799
5115	2054	228 36th St.	Pine City	Orange	IN	U.S.A.	37940-2203	3168901253x173
5116	2055	990 Rubinstein Rd.	Hillside	Silver	AL	U.S.A.	26620-1928	2909937661x2722
5117	2055	45 32nd St.	Lakedale	Monkey	OH	U.S.A.	20620-8187	5663282732x8246
5118	2055	119 34th St.	Pine Lake	Joker	TX	U.S.A.	30220-8508	1-(800)8624071x0135
5119	2056	59398 Elm St.	Fredricksburg	Monkey	WA	U.S.A.	14740-6130	1-(800)3183449x50601
5120	2056	2831 16th St.	Lakeside	Green	CA	U.S.A.	37100-5152	3488002442x10178
5121	2057	509 42nd St.	Brookdale	Gorilla	NY	U.S.A.	42900-7405	4648413932x7292
5122	2057	45397 97th St.	Pegasus	Mars	IN	U.S.A.	26900-7309	2943332685x09001
5123	2057	77 92nd St.	Orange River	Ten	CA	U.S.A.	40140-5066	3489424438x76793
5124	2058	1519 58th St.	Birch City	Bear	OH	U.S.A.	46500-5915	2128083234x29847
5125	2059	92605 32nd St.	Mountain View	Gorilla	AL	U.S.A.	20020-5769	2225972675x684
5126	2060	80 Vivaldi Rd.	Kerry	Queen	NY	U.S.A.	39100-7372	4085808856x5509
5127	2061	651 69th Ave.	Lakeside	Spade	IN	U.S.A.	37940-6411	3168743063x36858
5128	2062	3873 24th Ave.	St. John	Zebra	WA	U.S.A.	43220-1260	1-(800)3750947x27835
5129	2063	876 96th Ave.	Harold	Mars	OH	U.S.A.	18140-3872	1982430237x333
5130	2063	5246 17th St.	London	King	PA	U.S.A.	25420-3375	2765899806x9131
5131	2063	31173 Rossini Rd.	Oaktown	Green	PA	U.S.A.	38300-1257	1-(800)5299270x22886
5132	2063	814 13rd St.	Lakeside	Mercury	CT	U.S.A.	25540-4403	2788997296x3353
5133	2063	824 87th St.	Lakedale	Strange	AL	U.S.A.	12220-5856	1943691020x736
5134	2064	77 12nd St.	Harold	Squirrel	IL	U.S.A.	37900-7581	4268621215x5090
5135	2065	03098 12nd Ave.	Pegasus	Mongoose	LA	U.S.A.	33740-6293	3849246113x938
5136	2065	2337 10th St.	Mediumville	Ten	MA	U.S.A.	49340-0985	1487466985x4884
5137	2065	410 46th St.	Apple Lake	Venus	FL	U.S.A.	19660-4249	2148040916x5209
5138	2066	45 70th Ave.	Riverdale	Quark	MI	U.S.A.	34740-8051	2664405799x26681
5139	2067	2655 24th St.	Brighton	Pisces	MI	U.S.A.	10880-6938	2667686117x129
5140	2067	8633 77th St.	Ewing	King	NJ	U.S.A.	45940-9423	1-(800)7313127x73173
5141	2068	183 73rd Ave.	Rome	Island	MI	U.S.A.	34740-4752	2662636785x6562
5142	2069	038 Walleye Rd.	Riverside	Spade	CA	U.S.A.	40140-1397	1-(800)4614202x468
5143	2070	7533 Blue Spruce Dr.	Hampton	Queen	MI	U.S.A.	29620-1118	1-(800)3180724x172
5144	2070	32 Elm St.	Maple Lake	Pink	NY	U.S.A.	24020-6206	1-(800)6544767x32555
5145	2071	34 39th Ave.	Birch City	Joker	SC	U.S.A.	34820-2063	3963800494x4932
5146	2072	4857 18th St.	Overbrook	Zebra	MD	U.S.A.	12580-2508	5485222076x435
5147	2073	7923 Wagner Ave.	London	Jupiter	NV	U.S.A.	37220-2347	3326111117x048
5148	2073	94508 3rd Ave.	Brighton	Taurus	AL	U.S.A.	46740-1302	1-(800)2434031x340
5149	2073	87199 95th St.	Pine River	Day	IL	U.S.A.	15900-2831	4265419993x6384
5150	2073	163 70th St.	Fayette	Neptune	KY	U.S.A.	30460-0776	3367869185x926
5151	2074	713 Brahms Blvd.	Grand Haven	Leo	MI	U.S.A.	26100-0597	2663637739x03390
5152	2075	809 7th St.	River City	Mars	TN	U.S.A.	17420-4027	1747024438x57648
5153	2076	9737 50th Ave.	Oaktown	Sagittarius	AL	U.S.A.	18980-2853	1426329765x97981
5154	2077	55805 77th St.	Pine City	Venus	LA	U.S.A.	35380-0782	4063017962x2306
5155	2077	291 Birch Blvd.	Forest Lake	Leo	IA	U.S.A.	19780-7676	2188998135x39618
5156	2077	58 4th Ave.	Little Field	Queen	LA	U.S.A.	35380-4602	4064655896x0173
5157	2078	28766 48th Ave.	Maple City	Mercury	GA	U.S.A.	12060-5282	1228188031x9414
5158	2078	97 Verdi Lane	Valley View	Monkey	WA	U.S.A.	14740-6865	5008008111x809
5159	2079	23241 88th Ave.	Hazzard	Mars	NC	U.S.A.	16740-4466	1724961607x557
5160	2080	44 Bizet Blvd.	Sunnydale	Wombat	ND	U.S.A.	47420-2932	2447816687x9330
5161	2080	962 62nd Ave.	Venice	Diamond	KS	U.S.A.	48620-5663	5569634411x56855
5162	2081	09588 25th Ave.	Cherry River	Diamond	TN	U.S.A.	42940-5258	3143163991x767
5163	2082	16918 98th Ave.	Pinewood	Sagittarius	ND	U.S.A.	22020-9952	1-(800)6714391x284
5164	2082	58389 86th Ave.	Ridgevile	Quark	GA	U.S.A.	17980-1113	1943429121x0220
5165	2083	82075 Strauss Ave.	Middletown	Neptune	KY	U.S.A.	17140-0050	1784505056x9457
5166	2084	506 51st Ave.	Riverdale	Day	NJ	U.S.A.	47220-4438	4287802581x09146
5167	2085	1650 62nd St.	Farmington	Green	MO	U.S.A.	22100-6273	4764113502x1766
5168	2085	12 Bach Blvd.	St. John	Monkey	OK	U.S.A.	36420-3083	1-(800)6984023x294
5169	2086	72 Schumann St.	Hampton	Silver	WA	U.S.A.	42660-6671	5007866693x3108
5170	2087	4026 51st St.	Lake City	Saturn	KS	U.S.A.	11860-3597	3129949261x0582
5171	2087	87492 Schubert St.	Levelland	Mongoose	TX	U.S.A.	30220-1484	3527753745x2778
5172	2087	05 13rd St.	Little Rock	Venus	FL	U.S.A.	45540-8086	4225718369x82601
5173	2088	89 84th Ave.	London	Saturn	TX	U.S.A.	19100-6242	2064909193x92596
5174	2089	055 90th Ave.	Maple Field	Queen	SC	U.S.A.	43900-5339	5167626568x61220
5175	2090	2600 13rd Ave.	Elmdale	Grey	NJ	U.S.A.	37980-7951	4288218650x603
5176	2091	64 97th St.	Hillside	Rose	NC	U.S.A.	43140-2164	1-(800)4509513x0907
5177	2092	9027 45th Ave.	River View	Deer	OH	U.S.A.	48940-5916	1-(800)9023798x76276
5178	2092	3193 Carrot Ave.	Dublin	Sagittarius	LA	U.S.A.	12820-6361	1-(800)4077778x34635
5179	2093	920 30th St.	Pinewood	Saturn	TX	U.S.A.	28780-0676	2043131274x661
5180	2093	66 50th Ave.	Applewood	Pluto	PA	U.S.A.	23900-5822	5646620806x094
5181	2094	1589 4th Ave.	River City	Day	SC	U.S.A.	24860-4649	2724645593x69543
5182	2094	7854 95th Ave.	Mediumville	Neptune	MI	U.S.A.	29620-1734	3309298921x804
5183	2095	5331 89th St.	Ridgevile	Queen	NY	U.S.A.	39100-4955	4082940766x96083
5184	2095	887 87th St.	Apple River	Heart	WA	U.S.A.	42660-9473	5009450283x1745
5185	2095	41494 11th St.	Maple City	Squirrel	KY	U.S.A.	30460-7814	3366735674x2561
5186	2095	0020 Shopin St.	Maple Field	Ten	NC	U.S.A.	20500-1821	1-(800)2906174x2328
5187	2096	39524 Maroon St.	Pine River	Deer	CA	U.S.A.	34900-5367	4883147712x525
5188	2096	05 38th St.	Martyburg	Blue	LA	U.S.A.	35380-1266	4065423990x797
5189	2097	568 29th St.	Rosewood	Queen	FL	U.S.A.	37380-7664	2145033463x7504
5190	2097	2919 64th St.	Lake View	Mercury	NY	U.S.A.	12180-8930	5326470426x28446
5191	2097	6424 Ravel Rd.	Metropolis	Purple	CA	U.S.A.	42220-2194	4887145330x88229
5192	2097	991 99th Ave.	Pegasus	Neptune	KY	U.S.A.	18340-7258	2027100318x7835
5193	2098	9010 11th Ave.	Brookdale	Spade	PA	U.S.A.	38300-2923	4304986572x0602
5194	2099	56770 84th Ave.	Apple Lake	Pink	MD	U.S.A.	47900-7933	5484653530x2682
5195	2099	15 Bluegill Rd.	Maple Lake	Spade	PA	U.S.A.	48700-4376	5586405736x64901
5196	2099	92282 7th St.	Brighton	Day	CA	U.S.A.	40900-8207	4728890616x161
5197	2100	052 86th Ave.	Little Field	Queen	LA	U.S.A.	35380-3398	4063831816x0951
5198	2100	799 2nd St.	Maple River	Queen	IN	U.S.A.	18020-7686	2942572235x3316
5199	2100	17 18th St.	Little Rock	Ten	AR	U.S.A.	30780-7378	3408046164x275
5200	2100	9999 Wagner Ave.	Johnsonville	Charm	NC	U.S.A.	29900-0499	3547647132x58112
5201	2100	2722 41st Ave.	Thompsonville	Simple	ID	U.S.A.	26820-0536	2925971725x6501
5202	2100	862 40th St.	Pinewood	Spade	NC	U.S.A.	34340-6212	2686083776x243
5203	2100	5211 57th St.	Applewood	Heart	NC	U.S.A.	20500-5390	4504441175x61955
5204	2101	181 Orange St.	Marion	Sagittarius	OH	U.S.A.	32020-3438	1986877048x38718
5205	2101	3053 63rd Ave.	Laketown	Mercury	NC	U.S.A.	41580-4246	1-(800)8578511x41611
5206	2102	7302 79th St.	Newberry	Aries	SC	U.S.A.	35140-9144	1927559387x622
5207	2102	7317 11th St.	Maple Field	Queen	SC	U.S.A.	17900-7996	1929837900x5978
5208	2103	995 36th Ave.	Apple Lake	Heart	CA	U.S.A.	40140-9086	3485162342x3672
5209	2104	5889 28th Ave.	Salem	Pluto	NC	U.S.A.	49180-4963	2687664790x288
5210	2105	5104 45th Ave.	Kerry	Rose	WI	U.S.A.	12660-6806	3583441484x89654
5211	2105	7387 Violet St.	Mountain View	Club	PA	U.S.A.	42780-3799	5264705347x2843
5212	2106	336 84th St.	Wormwood	Sagittarius	NC	U.S.A.	31300-8223	3547130440x9385
5213	2106	3659 74th St.	Pegasus	Leo	TN	U.S.A.	25340-4767	3144000443x72173
5214	2107	643 Willow Rd.	Little Forest	Charm	MN	U.S.A.	41060-6810	3786344330x0708
5215	2108	24183 35th St.	Bogalusa	Night	LA	U.S.A.	14220-2342	4066253001x73810
5216	2108	859 2nd St.	Lakeside	Wombat	NJ	U.S.A.	45940-5229	4088008356x470
5217	2108	629 98th Ave.	Dublin	Pink	NC	U.S.A.	30540-9756	2682893778x9874
5218	2109	14007 29th Ave.	Rosewood	Gorilla	ME	U.S.A.	30340-7255	4387289070x56549
5219	2110	697 Mahler Rd.	Littleton	Leo	MI	U.S.A.	33780-7006	2203548144x1996
5220	2111	2199 12nd St.	Pine Lake	Dolphin	MI	U.S.A.	19820-7025	2202939161x595
5221	2112	87 38th St.	Maple Lake	Bear	MI	U.S.A.	24340-9202	2665100129x537
5222	2112	86 45th Ave.	Dublin	Blue	KY	U.S.A.	30940-8169	2029798684x2526
5223	2113	703 74th Ave.	Phoenix	Mongoose	LA	U.S.A.	12940-9144	1327006755x51715
5224	2114	04744 1st Ave.	Apple River	Taurus	WI	U.S.A.	48140-5280	5547902879x476
5225	2114	44016 9th St.	Orange River	Purple	VA	U.S.A.	47900-4881	5487557741x78709
5226	2114	29108 46th Ave.	Rosewood	Green	WI	U.S.A.	31540-3025	3587766039x0633
5227	2115	34851 84th St.	Arcade	Spade	CA	U.S.A.	40900-7213	4724507849x15130
5228	2116	13 18th Ave.	St. James	Worm	IL	U.S.A.	16020-9522	1649940491x5297
5229	2117	929 19th St.	Maple City	Jupiter	NH	U.S.A.	31700-0054	1485928426x550
5230	2118	583 46th Ave.	Hillside	Joker	IL	U.S.A.	37900-0196	4263908424x88707
5231	2118	7688 94th Ave.	River View	Pluto	TX	U.S.A.	19100-4412	2069267952x2841
5232	2119	1150 Green St.	Henry	Orange	MS	U.S.A.	27140-0491	1-(800)7542822x866
5233	2119	773 36th Ave.	Brookdale	Pisces	CA	U.S.A.	37100-3993	3489677459x17518
5234	2120	48 Tchaikovsky Ave.	St. Francis	Shark	CO	U.S.A.	19740-7987	2164342837x54194
5235	2121	8519 Haydn Rd.	Oaktown	Aries	TX	U.S.A.	30220-1602	3522990890x580
5236	2121	739 50th Ave.	Hillside	Aries	IN	U.S.A.	11300-4195	1-(800)6089037x5673
5237	2121	10 Azul St.	Riverdale	Purple	TN	U.S.A.	17420-2436	1-(800)3213742x6825
5238	2122	172 97th Ave.	Henry	Taurus	WA	U.S.A.	42660-4203	5007851326x25124
5239	2123	78 82nd St.	Venice	Leo	WI	U.S.A.	48140-3221	5549258157x7388
5240	2123	19 86th St.	Laketown	Orange	FL	U.S.A.	37380-4767	2143082917x690
5241	2123	783 66th St.	Denver	Aardvark	CO	U.S.A.	19740-9222	2166101426x760
5242	2123	15 76th Ave.	Harold	Heart	CA	U.S.A.	41860-4140	4888211563x16330
5243	2124	63 35th Ave.	Largeville	Night	MO	U.S.A.	22100-5180	4764290817x22467
5244	2125	86380 57th Ave.	Maple Field	Quark	PA	U.S.A.	48700-1597	1-(800)4066674x62167
5245	2125	7898 2nd St.	Birchwood	Leo	IA	U.S.A.	43580-4510	5128802756x98584
5246	2125	46750 22nd Ave.	Kerry	Rose	NJ	U.S.A.	47220-8016	1-(800)7781484x22337
5247	2125	06210 20th Ave.	Orange River	Sagittarius	WV	U.S.A.	36060-1412	1384252872x619
5248	2126	85 79th Ave.	Brighton	Day	CA	U.S.A.	23420-0375	2606116811x692
5249	2126	558 74th St.	Myrtle Beach	Aries	SC	U.S.A.	34820-5678	3968672809x738
5250	2126	39 55th Ave.	Johnsonville	Joker	AR	U.S.A.	30780-5730	3406409160x4500
5251	2126	80 18th Ave.	Elmdale	Mercury	IL	U.S.A.	23300-1582	4664802808x6519
5252	2127	095 35th Ave.	Metropolis	Purple	OH	U.S.A.	20620-8951	5665879860x670
5253	2127	39147 8th Ave.	Gotham	Bear	IN	U.S.A.	23060-6400	2589661974x583
5254	2128	8417 92nd St.	Lincolnton	Pluto	NC	U.S.A.	30740-0594	1726898483x487
5255	2128	22 59th Ave.	Rome	Charm	SD	U.S.A.	46820-5112	5126568089x6378
5256	2129	8860 13rd St.	Apple River	King	MO	U.S.A.	28140-1722	3129767175x94164
5257	2130	62 2nd St.	Wausau	Blue	WI	U.S.A.	48140-1734	1-(800)8317284x16267
5258	2130	18 8th St.	Birchwood	Pink	PA	U.S.A.	42780-6560	5263911233x356
5259	2130	3694 Brahms Blvd.	Little Forest	Pisces	TN	U.S.A.	42940-1181	3149805029x25589
5260	2131	15 84th Ave.	Oak Lake	Sagittarius	LA	U.S.A.	35380-7745	4063343636x22065
5261	2132	40259 59th St.	Gotham	Bear	CA	U.S.A.	46020-4552	4724371371x669
5262	2132	63 28th St.	Laketown	Brown	IN	U.S.A.	33140-1130	1-(800)8189478x05019
5263	2132	7787 50th Ave.	Oak Lake	Wombat	CA	U.S.A.	31100-1758	1-(800)7587055x233
5264	2132	1096 Oak Ave.	Maple Field	Spade	IN	U.S.A.	37940-3382	3166412796x3274
5265	2133	279 89th St.	Rosewood	Rose	NY	U.S.A.	45060-8742	5328914960x27433
5266	2134	10 37th Ave.	Venice	Charm	NV	U.S.A.	29820-3616	3325205667x26820
5267	2134	7168 Elm St.	Northfield	Brown	MN	U.S.A.	22060-3174	1-(800)3596734x27031
5268	2134	64 39th St.	Auburn	Squirrel	AL	U.S.A.	12220-0284	1-(800)7214504x091
5269	2135	25530 74th St.	Largeville	Tiger	SC	U.S.A.	34820-9916	3963714575x1144
5270	2135	4829 14th Ave.	Elmdale	Joker	OH	U.S.A.	22300-2643	2486327256x0025
5271	2135	56772 16th St.	Lillydale	Neptune	LA	U.S.A.	19760-4309	2567142783x06805
5272	2135	0506 35th St.	Maplewood	Wombat	MD	U.S.A.	36180-2898	4803814117x11437
5273	2135	62 63rd St.	Hillside	Mars	KS	U.S.A.	48620-0053	5563256797x52898
5274	2136	5055 51st St.	New Orleans	Night	LA	U.S.A.	35380-5921	4067761749x892
5275	2136	73 Violet St.	Amsterdam	Ten	NY	U.S.A.	11220-6318	1045322083x703
5276	2137	445 74th St.	Metropolis	Club	NJ	U.S.A.	45940-0108	4088580054x311
5277	2137	5677 75th St.	Gotham	Saturn	MD	U.S.A.	47900-5506	5483730920x080
5278	2138	9326 58th St.	Sunnydale	Aardvark	IN	U.S.A.	16980-6965	1-(800)6647232x3215
5279	2139	604 8th St.	Pine City	Pink	AR	U.S.A.	42620-2079	3407447779x12981
5280	2139	7124 52nd St.	Wormwood	Zebra	GA	U.S.A.	45580-7582	1222820155x7252
5281	2139	25 76th St.	Harrisville	Dolphin	AR	U.S.A.	38220-8890	1-(800)7733877x5422
5282	2140	21 36th St.	Gotham	Mercury	LA	U.S.A.	18940-1817	3188727396x359
